Acession;Virus;Genotype;Country;Date;Size
MK238030;Dengue Serotype 4;Genotype I;Viet Nam;2016;1485
MK238031;Dengue Serotype 4;Genotype II;Viet Nam;2016;1485
MK238032;Dengue Serotype 4;Genotype I;Viet Nam;2016;1485
MK238033;Dengue Serotype 4;Genotype I;Viet Nam;2016;1485
MK238034;Dengue Serotype 4;Genotype I;Viet Nam;2016;1485
MK268744;Dengue Serotype 4;Genotype II;Philippines;2015;469
MK268745;Dengue Serotype 4;Genotype II;Philippines;2015;469
MK268746;Dengue Serotype 4;Genotype II;Philippines;2015;469
MK301274;Dengue Serotype 4;Could not assign;Thailand;2013;400
MK301275;Dengue Serotype 4;Could not assign;Thailand;2014;402
MK301276;Dengue Serotype 4;Could not assign;Thailand;2009;402
MK426996;Dengue Serotype 4;Could not assign;India;2017;302
MK426999;Dengue Serotype 4;Could not assign;India;2017;302
MK427000;Dengue Serotype 4;Genotype I;India;2017;281
MK427001;Dengue Serotype 4;Genotype I;India;2017;279
MK427003;Dengue Serotype 4;Genotype I;India;2017;302
MK427004;Dengue Serotype 4;Could not assign;India;2017;302
MK427005;Dengue Serotype 4;Could not assign;India;2017;302
MK427006;Dengue Serotype 4;Genotype I;India;2017;285
MK427007;Dengue Serotype 4;Genotype I;India;2017;225
MK427008;Dengue Serotype 4;Genotype I;India;2017;279
MK427009;Dengue Serotype 4;Genotype I;India;2017;283
MK427010;Dengue Serotype 4;Could not assign;India;2017;209
MK427011;Dengue Serotype 4;Genotype I;India;2017;302
MK427012;Dengue Serotype 4;Could not assign;India;2017;302
MK427013;Dengue Serotype 4;Genotype I;India;2017;302
MK427014;Dengue Serotype 4;Could not assign;India;2017;302
MK427015;Dengue Serotype 4;Could not assign;India;2017;302
MK427016;Dengue Serotype 4;Could not assign;India;2017;302
MK427017;Dengue Serotype 4;Could not assign;India;2017;302
MK427018;Dengue Serotype 4;Genotype I;India;2017;302
MK427019;Dengue Serotype 4;Genotype I;India;2017;302
MK427020;Dengue Serotype 4;Genotype I;India;2017;302
MK427021;Dengue Serotype 4;Could not assign;India;2017;302
MK427022;Dengue Serotype 4;Could not assign;India;2017;302
MK427023;Dengue Serotype 4;Genotype I;India;2017;302
MK427024;Dengue Serotype 4;Could not assign;India;2017;302
MK427025;Dengue Serotype 4;Could not assign;India;2017;302
MK427026;Dengue Serotype 4;Could not assign;India;2017;302
MK427027;Dengue Serotype 4;Genotype I;India;2017;302
MK427028;Dengue Serotype 4;Genotype I;India;2017;302
MK427029;Dengue Serotype 4;Could not assign;India;2017;302
MK427030;Dengue Serotype 4;Could not assign;India;2017;302
MK427031;Dengue Serotype 4;Could not assign;India;2017;302
MK427032;Dengue Serotype 4;Could not assign;India;2017;302
MK427033;Dengue Serotype 4;Genotype I;India;2017;302
MK427034;Dengue Serotype 4;Could not assign;India;2017;302
MK427035;Dengue Serotype 4;Could not assign;India;2017;302
MK427036;Dengue Serotype 4;Genotype I;India;2017;302
MK427037;Dengue Serotype 4;Could not assign;India;2017;302
MK427038;Dengue Serotype 4;Could not assign;India;2017;302
MK427040;Dengue Serotype 4;Could not assign;India;2017;302
MK427041;Dengue Serotype 4;Could not assign;India;2017;302
MK427042;Dengue Serotype 4;Could not assign;India;2017;302
MK450486;Dengue Serotype 4;Genotype I;Thailand;2005;1534
MK450487;Dengue Serotype 4;Genotype I;Thailand;2005;1522
MK450488;Dengue Serotype 4;Genotype I;Thailand;2005;1524
MK450489;Dengue Serotype 4;Genotype I;Thailand;2005;1531
MK450490;Dengue Serotype 4;Genotype I;Thailand;2005;1514
MK603192;Dengue Serotype 4;Genotype I;India;2017;291
MK629494;Dengue Serotype 4;Genotype II;Indonesia;2013;1485
MK629495;Dengue Serotype 4;Genotype II;Indonesia;2015;1485
MK629496;Dengue Serotype 4;Genotype II;Indonesia;2014;1485
MK629497;Dengue Serotype 4;Genotype II;Indonesia;2016;1485
MK629498;Dengue Serotype 4;Genotype II;Indonesia;2015;1485
MK629499;Dengue Serotype 4;Genotype II;Indonesia;2013;1485
MK629500;Dengue Serotype 4;Genotype II;Indonesia;2016;1485
MK629501;Dengue Serotype 4;Genotype I;Indonesia;2015;1485
MK629502;Dengue Serotype 4;Genotype II;Indonesia;2016;1485
MK780889;Dengue Serotype 4;Genotype I;Thailand;2015;1485
MK780890;Dengue Serotype 4;Genotype I;Thailand;2015;1485
MK780891;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780892;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780893;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780894;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780895;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780896;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780897;Dengue Serotype 4;Genotype I;Thailand;2016;1485
MK780898;Dengue Serotype 4;Genotype II;Thailand;2015;1485
MK780899;Dengue Serotype 4;Genotype II;Thailand;2015;1485
MK780900;Dengue Serotype 4;Genotype II;Thailand;2015;1485
MK780901;Dengue Serotype 4;Genotype II;Thailand;2015;1485
MK780902;Dengue Serotype 4;Could not assign;Thailand;2015;1485
MK780903;Dengue Serotype 4;Genotype II;Thailand;2015;1485
MK789303;Dengue Serotype 4;Could not assign;India;2017;511
MK796410;Dengue Serotype 4;Could not assign;India;2016;394
MK796411;Dengue Serotype 4;Could not assign;India;2016;511
MK796413;Dengue Serotype 4;Could not assign;India;2016;511
MN027545;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027546;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027547;Dengue Serotype 4;Genotype II;Philippines;2015;1485
MN027548;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027549;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027550;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027551;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027552;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027553;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027554;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027555;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027556;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027557;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027558;Dengue Serotype 4;Could not assign;Philippines;2015;1485
MN027559;Dengue Serotype 4;Could not assign;Philippines;2016;1485
U18425;Dengue Serotype 4;Genotype II;Brazil;1982;1637
U18426;Dengue Serotype 4;Genotype II;El Salvador;1983;1637
U18427;Dengue Serotype 4;Genotype II;El Salvador;1994;1637
U18428;Dengue Serotype 4;Genotype II;Indonesia;1973;1637
U18429;Dengue Serotype 4;Genotype II;Indonesia;1976;1637
U18430;Dengue Serotype 4;Genotype II;Indonesia;1977;1637
U18431;Dengue Serotype 4;Genotype II;Mexico;1984;1637
U18432;Dengue Serotype 4;Genotype II;New Caledonia;1984;1637
U18433;Dengue Serotype 4;Genotype I;Philippines;1956;1637
U18434;Dengue Serotype 4;Genotype I;Philippines;1964;1637
U18435;Dengue Serotype 4;Genotype I;Philippines;1984;1637
U18436;Dengue Serotype 4;Genotype II;Puerto Rico;1986;1637
U18437;Dengue Serotype 4;Genotype I;Sri Lanka;1978;1637
U18438;Dengue Serotype 4;Genotype II;French Polynesia;1979;1637
U18439;Dengue Serotype 4;Genotype II;French Polynesia;1985;1637
U18440;Dengue Serotype 4;Could not assign;Thailand;1963;1637
U18441;Dengue Serotype 4;Genotype I;Thailand;1978;1637
U18442;Dengue Serotype 4;Genotype I;Thailand;1984;1637
Y19171;Dengue Serotype 4;Could not assign;China;1940;398
Y19172;Dengue Serotype 4;Could not assign;China;1940;398
Y19173;Dengue Serotype 4;Could not assign;China;1940;398
Y19174;Dengue Serotype 4;Could not assign;China;1940;398
Y19175;Dengue Serotype 4;Could not assign;China;1940;398
Y19176;Dengue Serotype 4;Could not assign;China;1940;398
AB010982;Dengue Serotype 3;Genotype II;Malaysia;1993;1050
AB010983;Dengue Serotype 3;Genotype II;Malaysia;1993;1050
AB010984;Dengue Serotype 3;Genotype II;Malaysia;1994;1050
AB010985;Dengue Serotype 3;Genotype II;Malaysia;1993;1050
AB010986;Dengue Serotype 3;Genotype II;Malaysia;1993;1050
AB010987;Dengue Serotype 3;Genotype II;Malaysia;1993;1050
AB010988;Dengue Serotype 3;Genotype II;Malaysia;1994;1050
AB010989;Dengue Serotype 3;Genotype II;Malaysia;1994;1050
AB010990;Dengue Serotype 3;Genotype II;Malaysia;1994;1050
AB038465;Dengue Serotype 3;Genotype III;Guatemala;1996;1050
AB038466;Dengue Serotype 3;Genotype III;Guatemala;1996;1050
AB038467;Dengue Serotype 3;Genotype III;Guatemala;1996;1050
AB038468;Dengue Serotype 3;Genotype III;Guatemala;1996;1050
AB038469;Dengue Serotype 3;Genotype III;Guatemala;1997;1050
AB038470;Dengue Serotype 3;Genotype III;Guatemala;1997;1050
AB038471;Dengue Serotype 3;Genotype III;Guatemala;1997;1050
AB038472;Dengue Serotype 3;Genotype III;Guatemala;1997;1050
AB038473;Dengue Serotype 3;Genotype III;Guatemala;1997;1050
AB038474;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB038475;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB038476;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB038477;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB038478;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB038479;Dengue Serotype 3;Genotype III;Guatemala;1998;1050
AB111080;Dengue Serotype 3;Genotype II;Thailand;2000;1479
AB111081;Dengue Serotype 3;Genotype III;Cambodia;2000;1479
AB111082;Dengue Serotype 3;Genotype II;Thailand;2000;1479
AB111083;Dengue Serotype 3;Genotype II;Thailand;2000;1479
AB111084;Dengue Serotype 3;Genotype II;Thailand;1996;1479
AB111085;Dengue Serotype 3;Genotype V;India;1973;1479
AB189125;Dengue Serotype 3;Genotype I;Indonesia;1998;10707
AB189126;Dengue Serotype 3;Genotype I;Indonesia;1998;10707
AB189127;Dengue Serotype 3;Genotype I;Indonesia;1998;10707
AB189128;Dengue Serotype 3;Genotype I;Indonesia;1998;10707
AB214879;Dengue Serotype 3;Genotype I;East Timor;2005;10707
AB214880;Dengue Serotype 3;Genotype I;East Timor;2005;10707
AB214881;Dengue Serotype 3;Genotype I;East Timor;2005;10707
AB214882;Dengue Serotype 3;Genotype I;East Timor;2005;10707
AB219130;Dengue Serotype 3;Genotype I;East Timor;2005;1479
AB219131;Dengue Serotype 3;Genotype I;East Timor;2005;1479
AB219132;Dengue Serotype 3;Genotype I;East Timor;2005;1479
AB219133;Dengue Serotype 3;Genotype I;East Timor;2005;1479
AB219134;Dengue Serotype 3;Genotype I;East Timor;2005;1479
AB219137;Dengue Serotype 3;Genotype I;Indonesia;2005;1479
AB219138;Dengue Serotype 3;Genotype I;Indonesia;2005;1479
AB219139;Dengue Serotype 3;Genotype I;Indonesia;2005;1479
AB362209;Dengue Serotype 3;Could not assign;Japan;2007;454
AB362210;Dengue Serotype 3;Could not assign;Japan;2007;280
AB549332;Dengue Serotype 3;Genotype III;Tanzania;2010;1479
AB600925;Dengue Serotype 3;Genotype I;Indonesia;1988;2037
AB600926;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600927;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600928;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600929;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600930;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600931;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600932;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600933;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600934;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600935;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600936;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600937;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB600938;Dengue Serotype 3;Genotype I;Indonesia;1988;1977
AB609590;Dengue Serotype 3;Genotype V;Philippines;1956;2268
AB690858;Dengue Serotype 3;Genotype III;Benin;2010;1479
AF029794;Dengue Serotype 3;Could not assign;Malaysia;1993;280
AF029795;Dengue Serotype 3;Could not assign;Malaysia;1993;280
AF029796;Dengue Serotype 3;Could not assign;Malaysia;1993;280
AF029797;Dengue Serotype 3;Could not assign;Malaysia;1993;280
AF029798;Dengue Serotype 3;Could not assign;Malaysia;1994;280
AF086716;Dengue Serotype 3;Could not assign;Thailand;1940;385
AF086717;Dengue Serotype 3;Could not assign;Thailand;1940;319
AF086718;Dengue Serotype 3;Genotype II;Thailand;1940;550
AF086719;Dengue Serotype 3;Could not assign;Thailand;1940;369
AF086720;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086721;Dengue Serotype 3;Genotype II;Thailand;1940;670
AF086722;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086723;Dengue Serotype 3;Genotype II;Thailand;1940;550
AF086724;Dengue Serotype 3;Could not assign;Thailand;1940;329
AF086725;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086726;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086727;Dengue Serotype 3;Could not assign;Thailand;1940;367
AF086729;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086730;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086731;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF086732;Dengue Serotype 3;Genotype II;Thailand;1940;549
AF089826;Dengue Serotype 3;Could not assign;Thailand;1940;282
AF089827;Dengue Serotype 3;Could not assign;Indonesia;1940;331
AF089828;Dengue Serotype 3;Could not assign;Indonesia;1940;334
AF089831;Dengue Serotype 3;Could not assign;Thailand;1940;263
AF089833;Dengue Serotype 3;Could not assign;Indonesia;1940;287
AF090998;Dengue Serotype 3;Could not assign;Thailand;1940;288
AF091000;Dengue Serotype 3;Could not assign;Thailand;1940;366
AF091001;Dengue Serotype 3;Could not assign;Thailand;1940;371
AF091002;Dengue Serotype 3;Could not assign;Thailand;1940;390
AF091003;Dengue Serotype 3;Could not assign;Indonesia;1940;286
AF317645;Dengue Serotype 3;Genotype V;China;1940;10696
AF349753;Dengue Serotype 3;Genotype II;Thailand;1940;2150
AF400021;Dengue Serotype 3;Could not assign;Malaysia;1940;240
AF400023;Dengue Serotype 3;Could not assign;Malaysia;1940;240
AF400024;Dengue Serotype 3;Could not assign;Malaysia;1940;240
AF459615;Dengue Serotype 3;Could not assign;Mexico;1995;330
AF459616;Dengue Serotype 3;Could not assign;Mexico;1997;330
AF459617;Dengue Serotype 3;Could not assign;Mexico;1996;330
AF459618;Dengue Serotype 3;Could not assign;Mexico;1997;330
AF459619;Dengue Serotype 3;Could not assign;Mexico;1997;330
AF497721;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497722;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497723;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497724;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497725;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497726;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497727;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497728;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497729;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497730;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497731;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497732;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497733;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497734;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497735;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497736;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497737;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF497738;Dengue Serotype 3;Could not assign;Taiwan;1998;366
AF533079;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AF547225;Dengue Serotype 3;Genotype III;Sri Lanka;1983;963
AF547226;Dengue Serotype 3;Genotype III;Sri Lanka;1983;963
AF547227;Dengue Serotype 3;Genotype III;Sri Lanka;1983;963
AF547228;Dengue Serotype 3;Genotype III;Sri Lanka;1983;963
AF547229;Dengue Serotype 3;Genotype III;Sri Lanka;1984;963
AF547230;Dengue Serotype 3;Genotype III;Sri Lanka;1989;963
AF547231;Dengue Serotype 3;Genotype III;Sri Lanka;1989;963
AF547232;Dengue Serotype 3;Genotype III;Sri Lanka;1989;963
AF547233;Dengue Serotype 3;Genotype III;Sri Lanka;1990;963
AF547234;Dengue Serotype 3;Genotype III;Sri Lanka;1993;963
AF547235;Dengue Serotype 3;Genotype III;Sri Lanka;1994;963
AF547236;Dengue Serotype 3;Genotype III;Mozambique;1985;963
AF547237;Dengue Serotype 3;Genotype III;Mozambique;1985;963
AF547238;Dengue Serotype 3;Genotype III;Mozambique;1985;963
AF547239;Dengue Serotype 3;Genotype III;Kenya;1991;963
AF547240;Dengue Serotype 3;Genotype III;Mali;1993;963
AF547241;Dengue Serotype 3;Genotype III;South Africa;1985;963
AF547242;Dengue Serotype 3;Genotype III;Sri Lanka;1997;963
AF547243;Dengue Serotype 3;Genotype III;Sri Lanka;1998;963
AF547244;Dengue Serotype 3;Genotype III;Nicaragua;1994;963
AF547245;Dengue Serotype 3;Genotype III;Nicaragua;1998;963
AF547246;Dengue Serotype 3;Genotype III;Nicaragua;1998;963
AF547247;Dengue Serotype 3;Genotype III;Panama;1994;963
AF547248;Dengue Serotype 3;Genotype III;Panama;1994;963
AF547249;Dengue Serotype 3;Genotype III;Panama;1994;963
AF547250;Dengue Serotype 3;Genotype III;Mexico;1996;963
AF547251;Dengue Serotype 3;Genotype III;Mexico;1996;963
AF547252;Dengue Serotype 3;Genotype III;Mexico;1996;963
AF547253;Dengue Serotype 3;Genotype III;Mexico;1996;963
AF547254;Dengue Serotype 3;Genotype III;Costa Rica;1997;963
AF547255;Dengue Serotype 3;Genotype III;Costa Rica;1997;963
AF547256;Dengue Serotype 3;Genotype III;Costa Rica;1997;963
AF547257;Dengue Serotype 3;Genotype III;Costa Rica;1997;963
AF547258;Dengue Serotype 3;Genotype III;Puerto Rico;1998;963
AF547259;Dengue Serotype 3;Genotype III;El Salvador;1998;963
AF547260;Dengue Serotype 3;Genotype II;Venezuela;2001;963
AF547261;Dengue Serotype 3;Genotype III;Venezuela;2001;963
AF547262;Dengue Serotype 3;Genotype III;Nicaragua;1998;963
AF547263;Dengue Serotype 3;Genotype III;Guatemala;1997;963
AF547264;Dengue Serotype 3;Genotype III;Puerto Rico;2000;963
AJ320521;Dengue Serotype 3;Genotype V;Philippines;1940;714
AM746228;Dengue Serotype 3;Genotype III;Saudi Arabia;1997;1479
AM746229;Dengue Serotype 3;Genotype III;Saudi Arabia;2004;1479
AM746230;Dengue Serotype 3;Genotype III;Saudi Arabia;1997;1479
AM746231;Dengue Serotype 3;Genotype III;Saudi Arabia;2004;1479
AM746232;Dengue Serotype 3;Genotype III;Saudi Arabia;2004;1479
AY038605;Dengue Serotype 3;Genotype III;Brazil;2000;1977
AY079175;Dengue Serotype 3;Could not assign;Peru;2001;290
AY099336;Dengue Serotype 3;Genotype III;Sri Lanka;2000;10707
AY099337;Dengue Serotype 3;Genotype III;Martinique;1999;10707
AY099338;Dengue Serotype 3;Genotype III;Martinique;2000;2880
AY099339;Dengue Serotype 3;Genotype III;Martinique;2000;2880
AY099340;Dengue Serotype 3;Genotype III;Martinique;2001;2880
AY099341;Dengue Serotype 3;Genotype III;Martinique;2001;2880
AY099342;Dengue Serotype 3;Genotype III;Martinique;2001;2880
AY099343;Dengue Serotype 3;Genotype III;Martinique;2000;2507
AY099344;Dengue Serotype 3;Genotype III;Martinique;2000;2507
AY099345;Dengue Serotype 3;Genotype III;Martinique;2001;2507
AY099346;Dengue Serotype 3;Genotype III;Martinique;2001;2507
AY099347;Dengue Serotype 3;Genotype III;Martinique;2001;2507
AY135419;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AY145712;Dengue Serotype 3;Genotype II;Myanmar;1998;1479
AY145713;Dengue Serotype 3;Genotype II;Thailand;1988;1479
AY145714;Dengue Serotype 3;Genotype I;Thailand;1988;1479
AY145715;Dengue Serotype 3;Genotype II;Thailand;1989;1479
AY145716;Dengue Serotype 3;Genotype II;Thailand;1991;1479
AY145717;Dengue Serotype 3;Genotype II;Thailand;1991;1479
AY145718;Dengue Serotype 3;Genotype II;Thailand;1992;1479
AY145719;Dengue Serotype 3;Genotype II;Thailand;1992;1479
AY145720;Dengue Serotype 3;Genotype II;Thailand;1993;1479
AY145721;Dengue Serotype 3;Genotype II;Thailand;1993;1479
AY145722;Dengue Serotype 3;Genotype II;Thailand;1994;1479
AY145723;Dengue Serotype 3;Genotype II;Thailand;1994;1479
AY145724;Dengue Serotype 3;Genotype II;Thailand;1995;1479
AY145725;Dengue Serotype 3;Genotype II;Thailand;1995;1479
AY145726;Dengue Serotype 3;Genotype II;Thailand;1996;1479
AY145727;Dengue Serotype 3;Genotype II;Thailand;1996;1479
AY145728;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY145729;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY145730;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY146761;Dengue Serotype 3;Could not assign;Puerto Rico;1977;1482
AY146762;Dengue Serotype 3;Could not assign;Puerto Rico;1963;1482
AY146763;Dengue Serotype 3;Genotype III;Mexico;1995;1482
AY146764;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146765;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146766;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146767;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146768;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146769;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146770;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146771;Dengue Serotype 3;Genotype III;Venezuela;2000;1482
AY146772;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146773;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146774;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146775;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146776;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146777;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY146778;Dengue Serotype 3;Genotype III;Venezuela;2001;1482
AY265856;Dengue Serotype 3;Genotype I;Indonesia;1998;2207
AY265857;Dengue Serotype 3;Genotype I;Indonesia;1998;2207
AY265858;Dengue Serotype 3;Could not assign;Indonesia;1988;464
AY265859;Dengue Serotype 3;Could not assign;Indonesia;1996;446
AY338492;Dengue Serotype 3;Genotype II;Malaysia;1994;1479
AY338493;Dengue Serotype 3;Genotype II;Malaysia;1994;1479
AY338494;Dengue Serotype 3;Genotype II;Malaysia;1994;1479
AY368702;Dengue Serotype 3;Could not assign;Brazil;1940;338
AY422470;Dengue Serotype 3;Genotype I;East Timor;2000;1056
AY485349;Dengue Serotype 3;Genotype III;Dominica;2000;963
AY485350;Dengue Serotype 3;Genotype III;USA;2000;963
AY485351;Dengue Serotype 3;Genotype III;Antigua and Barbuda;2000;963
AY485352;Dengue Serotype 3;Genotype III;USA;2000;963
AY485353;Dengue Serotype 3;Genotype III;Barbados;2001;963
AY485354;Dengue Serotype 3;Genotype III;Suriname;2001;963
AY485355;Dengue Serotype 3;Genotype III;Antigua and Barbuda;2001;963
AY485356;Dengue Serotype 3;Genotype III;USA;2002;963
AY485357;Dengue Serotype 3;Genotype III;Trinidad and Tobago;2002;963
AY485358;Dengue Serotype 3;Genotype III;Grenada;2002;963
AY485359;Dengue Serotype 3;Genotype III;Jamaica;1998;963
AY485360;Dengue Serotype 3;Genotype III;USA;1998;963
AY496871;Dengue Serotype 3;Genotype II;Bangladesh;2002;10707
AY496872;Dengue Serotype 3;Genotype II;Bangladesh;2002;3033
AY496873;Dengue Serotype 3;Genotype II;Bangladesh;2002;10707
AY496874;Dengue Serotype 3;Genotype II;Bangladesh;2002;10707
AY496875;Dengue Serotype 3;Genotype II;Bangladesh;2002;3033
AY496876;Dengue Serotype 3;Genotype II;Bangladesh;2002;3033
AY496877;Dengue Serotype 3;Genotype II;Bangladesh;2002;10707
AY496878;Dengue Serotype 3;Genotype II;Bangladesh;2002;3033
AY632355;Dengue Serotype 3;Genotype III;Brazil;1940;1977
AY648961;Dengue Serotype 3;Genotype I;Indonesia;1978;10707
AY656669;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY656670;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY656671;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY656672;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY656673;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY656674;Dengue Serotype 3;Genotype II;Bangladesh;2000;1479
AY662691;Dengue Serotype 3;Genotype III;Singapore;1940;10707
AY665402;Dengue Serotype 3;Genotype III;Mozambique;1940;1923
AY676348;Dengue Serotype 3;Genotype II;Thailand;1998;10702
AY676349;Dengue Serotype 3;Genotype II;Thailand;1998;10707
AY676350;Dengue Serotype 3;Genotype II;Thailand;1993;10707
AY676351;Dengue Serotype 3;Genotype II;Thailand;1993;10707
AY676352;Dengue Serotype 3;Genotype II;Thailand;1987;10709
AY676353;Dengue Serotype 3;Genotype II;Thailand;1987;10707
AY676354;Dengue Serotype 3;Genotype II;Thailand;1986;1479
AY676355;Dengue Serotype 3;Genotype II;Thailand;1982;1479
AY676356;Dengue Serotype 3;Genotype II;Thailand;1981;1479
AY676357;Dengue Serotype 3;Genotype II;Thailand;1993;1479
AY676358;Dengue Serotype 3;Genotype II;Thailand;1983;1479
AY676359;Dengue Serotype 3;Genotype II;Thailand;1980;1479
AY676360;Dengue Serotype 3;Genotype II;Thailand;1974;1479
AY676361;Dengue Serotype 3;Genotype II;Thailand;1990;1479
AY676362;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AY676363;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AY676364;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676365;Dengue Serotype 3;Genotype II;Thailand;1996;1479
AY676366;Dengue Serotype 3;Genotype II;Thailand;1994;1479
AY676367;Dengue Serotype 3;Genotype II;Thailand;1991;1479
AY676368;Dengue Serotype 3;Genotype II;Thailand;1985;1479
AY676369;Dengue Serotype 3;Genotype II;Thailand;1996;1479
AY676370;Dengue Serotype 3;Genotype II;Thailand;1981;1479
AY676371;Dengue Serotype 3;Genotype II;Thailand;1984;1479
AY676372;Dengue Serotype 3;Genotype II;Thailand;1983;1479
AY676373;Dengue Serotype 3;Genotype II;Thailand;1995;1479
AY676374;Dengue Serotype 3;Genotype II;Thailand;1986;1479
AY676375;Dengue Serotype 3;Genotype II;Thailand;1993;1479
AY676376;Dengue Serotype 3;Genotype II;Thailand;1995;1479
AY676377;Dengue Serotype 3;Genotype II;Thailand;1997;1479
AY676378;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AY676379;Dengue Serotype 3;Genotype II;Thailand;1987;1479
AY676380;Dengue Serotype 3;Genotype II;Thailand;1980;1479
AY676381;Dengue Serotype 3;Genotype II;Thailand;1993;1479
AY676382;Dengue Serotype 3;Genotype II;Thailand;1994;1479
AY676383;Dengue Serotype 3;Genotype II;Thailand;2002;1479
AY676384;Dengue Serotype 3;Genotype II;Thailand;1977;1479
